location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE-BY,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.75,1584.78125,COVID-19
DE-BY,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.75,1089,COVID-19
DE-BY,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.75,1077.08571428571,COVID-19
DE-BY,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.75,1083,COVID-19
DE-BY,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.75,1071.80392156863,COVID-19
DE-BY,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.75,1065,COVID-19
DE-BY,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.75,1005,COVID-19
DE-BY,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.75,675.066666666667,COVID-19
DE-BY,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.75,897.103448275862,COVID-19
DE-BY,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.75,1361,COVID-19
DE-BY,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.75,1382.4,COVID-19
DE-BY,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.75,1387.0625,COVID-19
DE-BY,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.75,1426,COVID-19
DE-BY,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.75,1456.52380952381,COVID-19
DE-BY,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.9,608.731702466626,COVID-19
DE-BY,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.9,710.978461200505,COVID-19
DE-BY,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.9,728.534237398242,COVID-19
DE-BY,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.9,823.580600285365,COVID-19
DE-BY,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.9,817.670573264618,COVID-19
DE-BY,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.9,815.199615199615,COVID-19
DE-BY,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.9,847.764461476402,COVID-19
DE-BY,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.9,899.471610453429,COVID-19
DE-BY,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.9,919.49597826087,COVID-19
DE-BY,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.9,1280.79404651163,COVID-19
DE-BY,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.9,1007.74842300557,COVID-19
DE-BY,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.9,1009.21871577899,COVID-19
DE-BY,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.9,1029.45762711864,COVID-19
DE-BY,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.9,1093.39509433962,COVID-19
DE-BY,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.9,1214,COVID-19
DE-BY,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.9,1585.13301435407,COVID-19
DE-BY,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.9,1088.85138461538,COVID-19
DE-BY,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.9,1082.62352941176,COVID-19
DE-BY,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.9,1086.3,COVID-19
DE-BY,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.9,1076.8,COVID-19
DE-BY,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.9,1067.85217391304,COVID-19
DE-BY,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.9,1007.46585365854,COVID-19
DE-BY,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.9,675.400714285714,COVID-19
DE-BY,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.9,900.033333333333,COVID-19
DE-BY,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.9,1366.55128205128,COVID-19
DE-BY,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.9,1383.48846153846,COVID-19
DE-BY,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.9,1390.87,COVID-19
DE-BY,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.9,1429,COVID-19
DE-BY,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.9,1461,COVID-19
DE-BY,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.975,620.682122514113,COVID-19
DE-BY,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.975,716.257080190446,COVID-19
DE-BY,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.975,731.837794381916,COVID-19
DE-BY,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.975,827.150678281587,COVID-19
DE-BY,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.975,818.682930955265,COVID-19
DE-BY,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.975,818.470980780662,COVID-19
DE-BY,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.975,853.817725308747,COVID-19
DE-BY,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.975,900.157142857143,COVID-19
DE-BY,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.975,922.498245614035,COVID-19
DE-BY,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.975,1283.9020972973,COVID-19
DE-BY,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.975,1011.43807890223,COVID-19
DE-BY,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.975,1013.3950546291,COVID-19
DE-BY,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.975,1033.10168302945,COVID-19
DE-BY,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.975,1101.51857142857,COVID-19
DE-BY,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.975,1215.57696827262,COVID-19
DE-BY,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.975,1588.88343815514,COVID-19
DE-BY,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.975,1091.38710204082,COVID-19
DE-BY,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.975,1090.05294117647,COVID-19
DE-BY,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.975,1092.2,COVID-19
DE-BY,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.975,1080.83312217195,COVID-19
DE-BY,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.975,1069.28928571429,COVID-19
DE-BY,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.975,1008.75547309833,COVID-19
DE-BY,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.975,679,COVID-19
DE-BY,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.975,904.905263157895,COVID-19
DE-BY,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.975,1375.71428571429,COVID-19
DE-BY,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.975,1387.32260536398,COVID-19
DE-BY,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.975,1395.29230769231,COVID-19
DE-BY,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.975,1434,COVID-19
DE-BY,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.975,1465,COVID-19
DE-HB,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,mean,NA,18.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,mean,NA,20.9,COVID-19
DE-HB,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,mean,NA,23.3,COVID-19
DE-HB,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,mean,NA,19.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,mean,NA,19.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,mean,NA,19.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,mean,NA,22.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,mean,NA,26.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,mean,NA,26.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,mean,NA,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,mean,NA,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,mean,NA,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,mean,NA,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,mean,NA,45.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,mean,NA,47.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,mean,NA,65.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,mean,NA,38.4,COVID-19
DE-HB,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,mean,NA,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,mean,NA,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,mean,NA,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,mean,NA,40.3,COVID-19
DE-HB,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,mean,NA,35.3,COVID-19
DE-HB,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,mean,NA,15,COVID-19
DE-HB,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,mean,NA,58,COVID-19
DE-HB,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,mean,NA,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,mean,NA,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,mean,NA,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,mean,NA,69,COVID-19
DE-HB,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,mean,NA,84,COVID-19
DE-HB,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.025,16,COVID-19
DE-HB,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.025,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.025,22,COVID-19
DE-HB,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.025,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.025,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.025,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.025,22,COVID-19
DE-HB,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.025,26,COVID-19
DE-HB,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.025,26,COVID-19
DE-HB,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.025,42,COVID-19
DE-HB,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.025,42,COVID-19
DE-HB,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.025,42,COVID-19
DE-HB,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.025,42.6857142857143,COVID-19
DE-HB,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.025,45.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.025,47.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.025,65.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.025,38.4,COVID-19
DE-HB,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.025,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.025,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.025,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.025,40.3,COVID-19
DE-HB,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.025,35.3,COVID-19
DE-HB,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.025,15,COVID-19
DE-HB,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.025,58,COVID-19
DE-HB,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.025,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.025,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.025,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.025,69,COVID-19
DE-HB,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.025,84,COVID-19
DE-HB,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.1,16.3244120032441,COVID-19
DE-HB,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.1,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.1,22,COVID-19
DE-HB,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.1,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.1,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.1,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.1,22,COVID-19
DE-HB,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.1,26,COVID-19
DE-HB,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.1,26,COVID-19
DE-HB,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.1,42,COVID-19
DE-HB,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.1,42,COVID-19
DE-HB,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.1,42.4084210526316,COVID-19
DE-HB,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.1,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.1,45.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.1,47.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.1,65.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.1,38.4,COVID-19
DE-HB,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.1,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.1,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.1,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.1,40.3,COVID-19
DE-HB,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.1,35.3,COVID-19
DE-HB,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.1,15,COVID-19
DE-HB,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.1,58,COVID-19
DE-HB,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.1,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.1,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.1,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.1,69,COVID-19
DE-HB,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.1,84,COVID-19
DE-HB,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.25,17.3,COVID-19
DE-HB,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.25,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.25,23,COVID-19
DE-HB,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.25,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.25,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.25,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.25,22,COVID-19
DE-HB,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.25,26,COVID-19
DE-HB,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.25,26.35,COVID-19
DE-HB,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.25,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.25,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.25,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.25,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.25,45.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.25,47.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.25,65.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.25,38.4,COVID-19
DE-HB,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.25,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.25,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.25,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.25,40.3,COVID-19
DE-HB,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.25,35.3,COVID-19
DE-HB,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.25,15,COVID-19
DE-HB,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.25,58,COVID-19
DE-HB,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.25,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.25,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.25,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.25,69,COVID-19
DE-HB,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.25,84,COVID-19
DE-HB,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.5,19,COVID-19
DE-HB,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.5,21,COVID-19
DE-HB,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.5,23,COVID-19
DE-HB,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.5,20,COVID-19
DE-HB,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.5,20,COVID-19
DE-HB,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.5,20,COVID-19
DE-HB,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.5,23,COVID-19
DE-HB,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.5,27,COVID-19
DE-HB,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.5,27,COVID-19
DE-HB,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.5,43,COVID-19
DE-HB,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.5,43,COVID-19
DE-HB,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.5,43,COVID-19
DE-HB,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.5,43,COVID-19
DE-HB,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.5,46,COVID-19
DE-HB,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.5,48,COVID-19
DE-HB,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.5,66,COVID-19
DE-HB,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.5,38,COVID-19
DE-HB,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.5,38,COVID-19
DE-HB,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.5,38,COVID-19
DE-HB,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.5,38,COVID-19
DE-HB,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.5,40,COVID-19
DE-HB,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.5,35,COVID-19
DE-HB,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.5,15,COVID-19
DE-HB,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.5,58,COVID-19
DE-HB,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.5,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.5,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.5,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.5,69,COVID-19
DE-HB,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.5,84,COVID-19
DE-HB,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.75,23.3,COVID-19
DE-HB,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.75,25.1,COVID-19
DE-HB,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.75,25,COVID-19
DE-HB,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.75,21,COVID-19
DE-HB,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.75,21,COVID-19
DE-HB,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.75,21,COVID-19
DE-HB,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.75,24,COVID-19
DE-HB,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.75,28,COVID-19
DE-HB,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.75,27.35,COVID-19
DE-HB,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.75,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.75,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.75,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.75,42.8,COVID-19
DE-HB,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.75,45.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.75,47.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.75,65.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.75,38.4,COVID-19
DE-HB,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.75,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.75,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.75,38.4,COVID-19
DE-HB,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.75,41.7,COVID-19
DE-HB,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.75,36.7,COVID-19
DE-HB,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.75,15,COVID-19
DE-HB,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.75,58,COVID-19
DE-HB,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.75,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.75,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.75,62,COVID-19
DE-HB,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.75,69,COVID-19
DE-HB,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.75,86,COVID-19
DE-HB,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.9,27.3,COVID-19
DE-HB,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.9,27.1,COVID-19
DE-HB,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.9,28.7,COVID-19
DE-HB,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.9,24.2,COVID-19
DE-HB,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.9,22,COVID-19
DE-HB,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.9,22,COVID-19
DE-HB,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.9,25,COVID-19
DE-HB,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.9,30,COVID-19
DE-HB,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.9,29,COVID-19
DE-HB,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.9,46,COVID-19
DE-HB,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.9,49.2,COVID-19
DE-HB,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.9,49.2,COVID-19
DE-HB,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.9,49.2,COVID-19
DE-HB,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.9,50.3,COVID-19
